,DATETIME,Body of Water Name,DataContact,LAT,LONG,Secchi Depth (m),Total Nitrogen (ug/L),Total Phosphorus (ug/L),Total Chlorophyll a (ug/L),Microcystin (ug/L)
312,06-06-18 0:00,Emma,Dana Stephens,28.6138167,-81.851633,0.82296,1290,14.3333333,4.33333333,0.05711608
313,06-07-16 0:00,Emma,Dana Stephens,28.6138167,-81.851633,0.762,1250,17.5,17.6666667,0.18487565
314,06-10-09 0:00,Emma,Dana Stephens,28.6138167,-81.851633,1.02616,1210,15.6666667,5,0.07820794
315,06-11-19 0:00,Emma,Dana Stephens,28.6138167,-81.851633,1.17856,1246.66667,14.3333333,3,0.03783488
316,06-01-31 0:00,Erie,Dana Stephens,28.4778694,-81.8485,0.39624,1283.33333,48,4,0.08585082
317,06-04-15 0:00,Erie,Dana Stephens,28.4778694,-81.8485,0.48768,1190,42.6666667,4.66666667,0.04445995
318,06-05-24 0:00,Erie,Dana Stephens,28.4778694,-81.8485,0.54864,1100,42.3333333,7.66666667,0.00216997
319,06-07-18 0:00,Erie,Dana Stephens,28.4778694,-81.8485,0.6096,1000,45.6666667,11.6666667,0.05391198
320,06-10-29 0:00,Erie,Dana Stephens,28.4778694,-81.8485,0.56896,1190,50.6666667,7,0.05327318
321,06-11-27 0:00,Erie,Dana Stephens,28.4778694,-81.8485,0.6096,1123.33333,39.3333333,10,0.02059583
322,06-12-06 0:00,Erie,Dana Stephens,28.4778694,-81.8485,,,,,0.48290913
323,06-01-24 0:00,Eustis,Dana Stephens,28.8460667,-81.7282,1.016,1720,43.3333333,27.6666667,0.19093375
324,06-03-08 0:00,Eustis,Dana Stephens,28.8460667,-81.7282,1.35128,1583.33333,33,33.6666667,0.0511528
325,06-06-20 0:00,Eustis,Dana Stephens,28.8460667,-81.7282,0.79248,1396.66667,35.6666667,36.3333333,0.03160367
326,06-07-06 0:00,Eustis,Dana Stephens,28.8460667,-81.7282,1.016,1920,49,55,0.14074094
327,06-10-13 0:00,Eustis,Dana Stephens,28.8460667,-81.7282,0.762,2266.66667,33.6666667,64.6666667,0.40930654
252,06-01-09 0:00,Farm 13,Dana Stephens,27.789,-80.721017,0.82296,1563.33333,169,20,0.0491368
253,06-03-14 0:00,Farm 13,Dana Stephens,27.789,-80.721017,0.46736,1836.66667,134.666667,27.3333333,0.0512285
254,06-05-18 0:00,Farm 13,Dana Stephens,27.789,-80.721017,0.8128,1426.66667,136.666667,17.3333333,0.02594452
255,06-10-26 0:00,Farm 13,Dana Stephens,27.789,-80.721017,0.77216,1700,167.666667,40,0.11631189
256,06-11-17 0:00,Farm 13,Dana Stephens,27.789,-80.721017,0.64008,1766.66667,129.333333,36,0.15708648
77,06-01-14 0:00,Floral City,Dana Stephens,28.7590667,-82.282483,1.7272,920,20,10.3333333,0.06231247
78,06-04-14 0:00,Floral City,Dana Stephens,28.7590667,-82.282483,1.68656,926.666667,25.6666667,10,0.12110694
79,06-06-14 0:00,Floral City,Dana Stephens,28.7590667,-82.282483,1.3716,1040,29.6666667,18,0.1124039
80,06-07-14 0:00,Floral City,Dana Stephens,28.7590667,-82.282483,1.70688,906.666667,26,13.6666667,0.05674144
328,06-01-01 0:00,Florence,Dana Stephens,28.5966667,-81.699889,1.016,1186.66667,34.6666667,50,0.44569345
329,06-04-01 0:00,Florence,Dana Stephens,28.5966667,-81.699889,1.6256,1043.33333,28,12.6666667,0.13696513
330,06-07-04 0:00,Florence,Dana Stephens,28.5966667,-81.699889,1.96088,943.333333,16.3333333,7.66666667,0.12037709
331,06-10-07 0:00,Florence,Dana Stephens,28.5966667,-81.699889,1.12776,1130,19.6666667,33.3333333,0.17126015
332,06-11-05 0:00,Florence,Dana Stephens,28.5966667,-81.699889,1.04648,1236.66667,23.6666667,45,0.14949836
216,06-05-23 0:00,Flynn,Dana Stephens,28.09685,-82.438717,1.3716,1306.66667,11.6666667,5.33333333,0.01030282
217,06-07-31 0:00,Flynn,Dana Stephens,28.09685,-82.438717,1.46304,1543.33333,9.33333333,5.66666667,0.08788419
218,06-09-29 0:00,Flynn,Dana Stephens,28.09685,-82.438717,2.07264,906.666667,9,5.66666667,0.04445819
219,06-11-30 0:00,Flynn,Dana Stephens,28.09685,-82.438717,1.53924,846.666667,7.33333333,6.33333333,0.03316339
81,06-02-23 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,2.9464,576.666667,7.33333333,1,0.07348444
82,06-04-20 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,2.8956,686.666667,7.33333333,1.33333333,0.05282435
83,06-06-19 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,2.4384,660,8.33333333,1.66666667,0.05644514
84,06-07-24 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,2.5908,733.333333,7.66666667,2,0.08080994
85,06-10-20 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,,766.666667,5.66666667,3.66666667,0.04905311
86,06-11-28 0:00,Fort Cooper,Dana Stephens,28.8044833,-82.303867,,713.333333,4.66666667,1.33333333,0.06001872
844,06-01-22 0:00,Gap,Dana Stephens,30.5512,-85.567267,3.3528,323.333333,7,1.66666667,0.08641998
845,06-04-18 0:00,Gap,Dana Stephens,30.5512,-85.567267,3.7084,326.666667,6.33333333,2,0.11732888
846,06-05-12 0:00,Gap,Dana Stephens,30.5512,-85.567267,3.302,373.333333,4.33333333,2.33333333,0.00996125
847,06-07-22 0:00,Gap,Dana Stephens,30.5512,-85.567267,,266.666667,3.33333333,2.33333333,0.10203772
848,06-09-17 0:00,Gap,Dana Stephens,30.5512,-85.567267,,290,7.33333333,3,0.03706402
849,06-11-14 0:00,Gap,Dana Stephens,30.5512,-85.567267,,330,3.66666667,2.33333333,0.06322593
672,06-01-24 0:00,Gaskin's Cut,Dana Stephens,27.8736,-81.854183,0.762,1663.33333,182,34,1.36569549
673,06-03-27 0:00,Gaskin's Cut,Dana Stephens,27.8736,-81.854183,0.3048,3016.66667,375.666667,234.333333,4.07669397
674,06-07-19 0:00,Gaskin's Cut,Dana Stephens,27.8736,-81.854183,0.4572,2023.33333,277.333333,89,3.76443238
675,06-10-18 0:00,Gaskin's Cut,Dana Stephens,27.8736,-81.854183,0.3048,2253.33333,285,122.333333,5.27709579
676,06-11-15 0:00,Gaskin's Cut,Dana Stephens,27.8736,-81.854183,0.4572,2300,297,77.6666667,2.74415229
796,06-03-07 0:00,Gemini Springs,Dana Stephens,28.8628889,-81.311083,,1246.66667,65.6666667,0.33333333,0.0495917
797,06-05-03 0:00,Gemini Springs,Dana Stephens,28.8628889,-81.311083,,1173.33333,63,0.66666667,0.04634392
798,06-09-27 0:00,Gemini Springs,Dana Stephens,28.8628889,-81.311083,,1046.66667,57.3333333,0.33333333,0.03175984
799,06-11-04 0:00,Gemini Springs,Dana Stephens,28.8628889,-81.311083,,1186.66667,63,0.33333333,0.03028301
709,06-04-25 0:00,George South,Dana Stephens,29.2393889,-81.583444,,936.666667,40,23.3333333,0.08643404
710,06-05-24 0:00,George South,Dana Stephens,29.2393889,-81.583444,,450,25.6666667,19.6666667,0.0838561
711,06-07-26 0:00,George South,Dana Stephens,29.2393889,-81.583444,,870,32.3333333,21.6666667,0.30824059
333,06-02-23 0:00,Gertrude,Dana Stephens,28.8176833,-81.659517,4.00304,593.333333,11,1,0.5011542
334,06-04-17 0:00,Gertrude,Dana Stephens,28.8176833,-81.659517,3.73888,496.666667,12.6666667,4,0.33675531
335,06-05-22 0:00,Gertrude,Dana Stephens,28.8176833,-81.659517,3.9624,526.666667,9.66666667,1,0.00996035
336,06-07-31 0:00,Gertrude,Dana Stephens,28.8176833,-81.659517,3.82016,546.666667,7.66666667,2.66666667,0.03548608
337,06-10-31 0:00,Gertrude,Dana Stephens,28.8176833,-81.659517,8.2804,466.666667,8.66666667,4,0.06112108
338,06-12-31 0:00,Gertrude,Dana Stephens,28.8176833,-81.659517,3.9624,443.333333,7.5,1,0.05124261
549,06-02-19 0:00,Giles,Dana Stephens,28.5310833,-81.333233,,693.333333,41.6666667,15.3333333,0.18173365
550,06-04-22 0:00,Giles,Dana Stephens,28.5310833,-81.333233,1.8288,493.333333,28.6666667,10.3333333,0.07352127
551,06-05-20 0:00,Giles,Dana Stephens,28.5310833,-81.333233,0.9144,610,27.6666667,21.3333333,0.00576337
552,06-07-08 0:00,Giles,Dana Stephens,28.5310833,-81.333233,0.70104,980,32,46,0.09363055
553,06-10-08 0:00,Giles,Dana Stephens,28.5310833,-81.333233,1.27,670,24.3333333,26.3333333,0.08876351
554,06-11-11 0:00,Giles,Dana Stephens,28.5310833,-81.333233,1.20904,876.666667,25,27.6666667,15.5509932
850,06-01-22 0:00,Gin,Dana Stephens,30.5721833,-85.550217,,283.333333,4,1.33333333,0.08327711
851,06-04-18 0:00,Gin,Dana Stephens,30.5721833,-85.550217,2.4384,296.666667,5.66666667,2,0.05963845
852,06-05-12 0:00,Gin,Dana Stephens,30.5721833,-85.550217,2.286,343.333333,5,5,0.03409658
853,06-07-22 0:00,Gin,Dana Stephens,30.5721833,-85.550217,,283.333333,3.33333333,2,0.02463038
854,06-08-17 0:00,Gin,Dana Stephens,30.5721833,-85.550217,3.048,323.333333,8.66666667,3,0.04648624
855,06-09-17 0:00,Gin,Dana Stephens,30.5721833,-85.550217,,320,8.33333333,2.33333333,0.04369404
856,06-11-14 0:00,Gin,Dana Stephens,30.5721833,-85.550217,,276.666667,2,2,0.05082758
172,06-01-30 0:00,Glenada,Dana Stephens,27.56475,-81.507833,0.762,1086.66667,103,53.3333333,1.61089249
173,06-03-21 0:00,Glenada,Dana Stephens,27.56475,-81.507833,0.762,1790,111,114.333333,6.0359118
174,06-10-10 0:00,Glenada,Dana Stephens,27.56475,-81.507833,0.6096,2093.33333,80,112.333333,0.444438
339,06-01-10 0:00,Grasshopper,Dana Stephens,29.1332667,-81.61695,,480,8.66666667,4.33333333,0.04468768
340,06-03-29 0:00,Grasshopper,Dana Stephens,29.1332667,-81.61695,1.9812,400,8,3.66666667,0.11707182
341,06-06-14 0:00,Grasshopper,Dana Stephens,29.1332667,-81.61695,2.7432,376.666667,10,3,0.02246635
342,06-07-19 0:00,Grasshopper,Dana Stephens,29.1332667,-81.61695,2.9464,263.333333,6.33333333,2.33333333,0.06083681
343,06-12-29 0:00,Grasshopper,Dana Stephens,29.1332667,-81.61695,3.3528,250,8,3.33333333,0.03286096
344,06-01-25 0:00,Griffin,Dana Stephens,28.8421167,-81.851417,0.39624,2543.33333,54.3333333,87.3333333,0.36540094
345,06-03-20 0:00,Griffin,Dana Stephens,28.8421167,-81.851417,0.4572,2636.66667,55.3333333,103.666667,0.28086428
346,06-05-23 0:00,Griffin,Dana Stephens,28.8421167,-81.851417,0.6096,1710,30,39.3333333,0.16623558
347,06-07-18 0:00,Griffin,Dana Stephens,28.8421167,-81.851417,0.5334,1716.66667,27,42.3333333,0.58314671
348,06-11-28 0:00,Griffin,Dana Stephens,28.8421167,-81.851417,0.41656,2473.33333,49,68,1.2254474
349,06-03-30 0:00,Griffin North,Dana Stephens,28.8837,-81.840833,0.5588,5716.66667,48.6666667,80,0.41579052
350,06-05-01 0:00,Griffin North,Dana Stephens,28.8837,-81.840833,0.46736,2096.66667,43.6666667,49.3333333,0.05482376
351,06-07-30 0:00,Griffin North,Dana Stephens,28.8837,-81.840833,0.54864,1803.33333,25.6666667,36,0.78022628
352,06-09-18 0:00,Griffin North,Dana Stephens,28.8837,-81.840833,0.48768,2013.33333,39,40.3333333,1.15544082
353,06-12-11 0:00,Griffin North,Dana Stephens,28.8837,-81.840833,0.38608,2526.66667,55.3333333,72,1.24554208
354,06-01-21 0:00,Griffin West,Dana Stephens,28.8623611,-81.890111,0.6604,1653.33333,66.3333333,66,0.09917162
355,06-04-14 0:00,Griffin West,Dana Stephens,28.8623611,-81.890111,0.762,1733.33333,65.3333333,54.6666667,0.66067969
356,06-05-28 0:00,Griffin West,Dana Stephens,28.8623611,-81.890111,0.56896,1780,75.3333333,65,0.35678034
357,06-07-29 0:00,Griffin West,Dana Stephens,28.8623611,-81.890111,0.74168,1456.66667,58,45.6666667,0.10299754
358,06-09-24 0:00,Griffin West,Dana Stephens,28.8623611,-81.890111,0.6096,1636.66667,54.3333333,48.3333333,1.67668023
359,06-10-23 0:00,Griffin West,Dana Stephens,28.8623611,-81.890111,0.54864,1946.66667,63.3333333,63.6666667,1.11596393
360,06-11-27 0:00,Griffin West,Dana Stephens,28.8623611,-81.890111,0.70104,1693.33333,56.6666667,61.6666667,0.58544906
504,06-01-10 0:00,Halfmoon,Dana Stephens,29.1530667,-81.83015,1.524,970,9.66666667,3,0.09155094
505,06-03-13 0:00,Halfmoon,Dana Stephens,29.1530667,-81.83015,1.8288,890,10,4.66666667,0.08597318
506,06-05-04 0:00,Halfmoon,Dana Stephens,29.1530667,-81.83015,1.524,950,12.3333333,5.66666667,0.11411272
507,06-07-05 0:00,Halfmoon,Dana Stephens,29.1530667,-81.83015,1.8288,863.333333,11,7.66666667,0.25589432
106,06-02-22 0:00,Hall,Dana Stephens,29.8008611,-81.923028,2.7432,343.333333,5.33333333,1.33333333,0.10005648
107,06-03-29 0:00,Hall,Dana Stephens,29.8008611,-81.923028,2.9718,343.333333,9.66666667,1,0.02458061
108,06-05-01 0:00,Hall,Dana Stephens,29.8008611,-81.923028,2.286,493.333333,13.6666667,3,0.00968529
361,06-01-13 0:00,Harris,Dana Stephens,28.8103333,-81.786972,0.9144,1220,26.6666667,34.6666667,0.1
362,06-03-22 0:00,Harris,Dana Stephens,28.8103333,-81.786972,1.4224,1233.33333,29.6666667,35.6666667,0.07479702
363,06-04-17 0:00,Harris,Dana Stephens,28.8103333,-81.786972,0.9144,1406.66667,36,29.6666667,0.16013055
364,06-07-25 0:00,Harris,Dana Stephens,28.8103333,-81.786972,0.9144,1210,34.6666667,36.6666667,0.04822385
365,06-10-24 0:00,Harris,Dana Stephens,28.8103333,-81.786972,0.48768,1616.66667,34.6666667,62.6666667,0.1156827
366,06-12-16 0:00,Harris,Dana Stephens,28.8103333,-81.786972,0.4064,1910,40.3333333,67.3333333,0.17477267
367,06-01-04 0:00,Harris Middle,Dana Stephens,28.7418333,-81.77855,0.79248,1260,30.6666667,42.6666667,0.10440576
368,06-04-10 0:00,Harris Middle,Dana Stephens,28.7418333,-81.77855,0.9144,1290,33.3333333,40.3333333,0.3186079
369,06-07-06 0:00,Harris Middle,Dana Stephens,28.7418333,-81.77855,0.85344,1220,40.6666667,36.6666667,0.09002528
370,06-09-06 0:00,Harris Middle,Dana Stephens,28.7418333,-81.77855,0.56896,1656.66667,34.6666667,63.6666667,0.3830961
371,06-12-10 0:00,Harris Middle,Dana Stephens,28.7418333,-81.77855,0.4572,1880,45.6666667,74,0.19410609
372,06-04-17 0:00,Harris West,Dana Stephens,28.8103333,-81.787167,1.2192,1243.33333,27.3333333,41.3333333,0.11037074
373,06-05-22 0:00,Harris West,Dana Stephens,28.8103333,-81.787167,1.016,1146.66667,31.3333333,28.6666667,0.13118705
374,06-11-15 0:00,Harris West,Dana Stephens,28.8103333,-81.787167,0.8128,1900,36.6666667,64.6666667,0.18954238
70,06-05-31 0:00,Helen,Dana Stephens,26.1396944,-80.104028,,525,15.5,6,0.01634865
71,06-08-31 0:00,Helen,Dana Stephens,26.1396944,-80.104028,,575,22.5,6.5,0.02346214
87,06-01-04 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,2.97688,683.333333,14,6,0.13203621
88,06-03-28 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,2.7432,646.666667,16.6666667,4,0.11639959
89,06-05-19 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,1.6256,916.666667,19,11.3333333,0.1463457
90,06-07-19 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,1.73736,880,17.3333333,14.6666667,0.07414355
91,06-10-27 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,1.524,740,24.5,13.3333333,0.05199639
92,06-11-13 0:00,Henderson,Dana Stephens,28.8399167,-82.316467,1.6764,736.666667,20.6666667,10.3333333,0.05294469
375,06-01-21 0:00,Hermosa,Dana Stephens,28.8341944,-81.703278,1.0668,1333.33333,28,25,0.11222144
376,06-03-23 0:00,Hermosa,Dana Stephens,28.8341944,-81.703278,0.70104,1163.33333,34.6666667,26,0.07653654
377,06-05-20 0:00,Hermosa,Dana Stephens,28.8341944,-81.703278,0.85344,1033.33333,25.3333333,22,0.04329766
378,06-07-15 0:00,Hermosa,Dana Stephens,28.8341944,-81.703278,0.94488,950,17.6666667,16.6666667,0.02541625
379,06-09-16 0:00,Hermosa,Dana Stephens,28.8341944,-81.703278,1.19888,955,15.5,17,0.05302804
380,06-11-26 0:00,Hermosa,Dana Stephens,28.8341944,-81.703278,0.9144,1486.66667,24.3333333,34.6666667,0.17954464
515,06-02-20 0:00,Highland,Dana Stephens,25.9716389,-80.158833,3.302,470,12.3333333,2.66666667,0.0453075
516,06-04-01 0:00,Highland,Dana Stephens,25.9716389,-80.158833,2.794,630,12.6666667,1,0.01334276
517,06-05-30 0:00,Highland,Dana Stephens,25.9716389,-80.158833,2.6416,433.333333,10.6666667,2,0.00527499
518,06-07-23 0:00,Highland,Dana Stephens,25.9716389,-80.158833,2.9972,383.333333,10.3333333,2.66666667,0.08892722
519,06-10-14 0:00,Highland,Dana Stephens,25.9716389,-80.158833,2.4892,610,12.3333333,3.66666667,0.0791948
520,06-11-26 0:00,Highland,Dana Stephens,25.9716389,-80.158833,1.8288,713.333333,14.6666667,9.33333333,0.07279832
555,06-04-14 0:00,Holden,Dana Stephens,28.50385,-81.38735,2.5146,700,17,10,0.05074239
556,06-05-19 0:00,Holden,Dana Stephens,28.50385,-81.38735,1.76784,623.333333,15.3333333,7.33333333,0.00595353
557,06-07-20 0:00,Holden,Dana Stephens,28.50385,-81.38735,1.15824,740,25.3333333,24,0.02851763
558,06-09-11 0:00,Holden,Dana Stephens,28.50385,-81.38735,1.09728,793.333333,19,22.6666667,0.05863988
559,06-11-11 0:00,Holden,Dana Stephens,28.50385,-81.38735,1.40208,733.333333,15.6666667,18.3333333,0.06565405
175,06-01-09 0:00,Huckleberry,Dana Stephens,27.4515,-81.464033,1.70688,1606.66667,233.666667,19,1.72511995
176,06-05-17 0:00,Huckleberry,Dana Stephens,27.4515,-81.464033,0.6096,1790,157.666667,72.3333333,2.4510338
177,06-07-10 0:00,Huckleberry,Dana Stephens,27.4515,-81.464033,1.3208,1173.33333,59,21.3333333,3.29915988
178,06-09-06 0:00,Huckleberry,Dana Stephens,27.4515,-81.464033,1.8288,883.333333,50.3333333,20.6666667,0.48086525
677,06-03-30 0:00,Hunter,Dana Stephens,28.03255,-81.967017,0.39624,2346.66667,172,106,3.44732925
678,06-09-06 0:00,Hunter,Dana Stephens,28.03255,-81.967017,,2140,127.666667,,21.2853873
531,06-01-05 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,2.9718,375,19.25,6,0.47100099
532,06-04-05 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,2.15646,375,24.75,12.5,0.10324044
533,06-06-05 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,1.2192,572.5,22.25,16,0.25154484
534,06-07-06 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,0.85344,895,26.5,30,0.89219797
535,06-10-03 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,1.05156,782.5,31.75,30.5,2.89645132
536,06-11-06 0:00,Hurricane,Dana Stephens,30.9405,-86.757033,1.82118,685,30.5,16.75,1.51612056
109,06-01-01 0:00,Hutchinson,Dana Stephens,29.7479722,-82.017722,4.3688,186.666667,10,2.33333333,0.04285977
110,06-03-02 0:00,Hutchinson,Dana Stephens,29.7479722,-82.017722,3.9116,210,10.3333333,2,0.0484571
111,06-06-04 0:00,Hutchinson,Dana Stephens,29.7479722,-82.017722,2.794,310,9,15.3333333,0.04580142
112,06-11-11 0:00,Hutchinson,Dana Stephens,29.7479722,-82.017722,2.6416,253.333333,11,2,0.06562035
381,06-04-03 0:00,Idamere,Dana Stephens,28.76655,-81.746133,2.8956,370,7,2,0.01042096
382,06-05-03 0:00,Idamere,Dana Stephens,28.76655,-81.746133,2.7432,446.666667,10.6666667,3,0.02476008
383,06-07-06 0:00,Idamere,Dana Stephens,28.76655,-81.746133,3.8608,376.666667,9,3,0.03991478
384,06-10-20 0:00,Idamere,Dana Stephens,28.76655,-81.746133,3.2512,373.333333,11.6666667,3,0.04095017
385,06-11-25 0:00,Idamere,Dana Stephens,28.76655,-81.746133,3.048,356.666667,12,3,0.04932031
746,06-02-28 0:00,Island Pond,Dana Stephens,28.7243333,-81.134611,2.1336,546.666667,6.33333333,0.66666667,0.09360093
747,06-03-31 0:00,Island Pond,Dana Stephens,28.7243333,-81.134611,2.5908,500,5.66666667,1,0.14554517
748,06-05-31 0:00,Island Pond,Dana Stephens,28.7243333,-81.134611,,446.666667,4.66666667,1,0.00317379
179,06-03-23 0:00,Istokpoga,Dana Stephens,27.3401833,-81.269983,0.6096,1533.33333,72,55.3333333,0.55983279
560,06-04-18 0:00,Ivanhoe East,Dana Stephens,28.5635833,-81.375233,3.68808,493.333333,18,3.66666667,0.08609674
561,06-08-04 0:00,Ivanhoe East,Dana Stephens,28.5635833,-81.375233,2.06248,553.333333,19.3333333,7,0.05743232
562,06-04-18 0:00,Ivanhoe Middle,Dana Stephens,28.5621167,-81.380667,4.2672,470,19.3333333,3,0.03499896
563,06-08-04 0:00,Ivanhoe Middle,Dana Stephens,28.5621167,-81.380667,0.58928,1260,29.6666667,47.3333333,0.08200837
564,06-04-18 0:00,Ivanhoe West,Dana Stephens,28.5651333,-81.38305,5.11048,473.333333,16.6666667,3,0.06451716
565,06-08-04 0:00,Ivanhoe West,Dana Stephens,28.5651333,-81.38305,1.27,743.333333,23.3333333,14.6666667,0.13980668
116,06-01-30 0:00,Jeffery,Dana Stephens,30.2080833,-82.689944,1.04648,660,15.6666667,5.66666667,0.09912041
117,06-05-20 0:00,Jeffery,Dana Stephens,30.2080833,-82.689944,1.25984,620,16.6666667,11.3333333,0.06347023
118,06-07-08 0:00,Jeffery,Dana Stephens,30.2080833,-82.689944,1.1684,623.333333,16.6666667,8.33333333,0.02627535
119,06-09-17 0:00,Jeffery,Dana Stephens,30.2080833,-82.689944,0.94488,773.333333,17,15.6666667,0.05254803
120,06-11-30 0:00,Jeffery,Dana Stephens,30.2080833,-82.689944,0.79248,750,16.3333333,8.66666667,0.04851828
386,06-01-14 0:00,Jem,Dana Stephens,28.74645,-81.66515,2.7432,566.666667,13.6666667,6,0.21714794
387,06-03-25 0:00,Jem,Dana Stephens,28.74645,-81.66515,3.2004,533.333333,12.3333333,10.6666667,0.34116852
388,06-05-14 0:00,Jem,Dana Stephens,28.74645,-81.66515,2.80416,466.666667,10.6666667,5.33333333,0.05563737
389,06-06-24 0:00,Jem,Dana Stephens,28.74645,-81.66515,3.3528,416.666667,10,3,0.04302085
390,06-08-13 0:00,Jem,Dana Stephens,28.74645,-81.66515,2.57048,463.333333,14,5.33333333,0.02786941
391,06-11-12 0:00,Jem,Dana Stephens,28.74645,-81.66515,1.88976,656.666667,15.3333333,9,0.15302919
749,06-01-15 0:00,Jesup North,Dana Stephens,28.76345,-81.1789,0.41656,2146.66667,144,91.3333333,0.70370698
750,06-04-15 0:00,Jesup North,Dana Stephens,28.76345,-81.1789,0.39624,2166.66667,86.6666667,67.3333333,2.57152201
751,06-05-14 0:00,Jesup North,Dana Stephens,28.76345,-81.1789,0.43688,2143.33333,122,67,0.32372897
752,06-07-16 0:00,Jesup North,Dana Stephens,28.76345,-81.1789,0.21336,4463.33333,153.666667,215,3.00532136
753,06-10-09 0:00,Jesup North,Dana Stephens,28.76345,-81.1789,0.26416,3950,163.666667,216.666667,23.7685071
754,06-11-11 0:00,Jesup North,Dana Stephens,28.76345,-81.1789,0.24384,3883.33333,157,211.333333,31.9915652
392,06-01-21 0:00,Joanna,Dana Stephens,28.8378333,-81.645833,6.2484,486.666667,4.66666667,1,0.14441021
393,06-03-28 0:00,Joanna,Dana Stephens,28.8378333,-81.645833,5.9436,496.666667,5.33333333,1.33333333,0.10471648
394,06-05-16 0:00,Joanna,Dana Stephens,28.8378333,-81.645833,5.334,573.333333,7,2.33333333,0.03319275
395,06-07-01 0:00,Joanna,Dana Stephens,28.8378333,-81.645833,5.4864,536.666667,5.66666667,2,0.09369589
396,06-09-26 0:00,Joanna,Dana Stephens,28.8378333,-81.645833,4.4196,606.666667,7.66666667,3,0.13046276
397,06-12-06 0:00,Joanna,Dana Stephens,28.8378333,-81.645833,4.8768,610,9,2,0.07173055
566,06-10-13 0:00,Johio,Dana Stephens,28.5774806,-81.511342,5.11048,406.666667,5.66666667,2,0.07443354
567,06-11-14 0:00,Johio,Dana Stephens,28.5774806,-81.511342,7.0104,380,5,2,0.06169885
626,06-02-18 0:00,Jovita,Dana Stephens,28.3415194,-82.263458,3.2004,560,28,4,0.06717941
627,06-04-14 0:00,Jovita,Dana Stephens,28.3415194,-82.263458,1.778,693.333333,31.3333333,11.3333333,0.0815292
628,06-06-18 0:00,Jovita,Dana Stephens,28.3415194,-82.263458,1.9304,593.333333,20.6666667,6,0.12640396
629,06-07-15 0:00,Jovita,Dana Stephens,28.3415194,-82.263458,1.6764,600,22,6,0.10643628
630,06-10-15 0:00,Jovita,Dana Stephens,28.3415194,-82.263458,1.7272,480,11.3333333,6.66666667,0.09162565
631,06-11-17 0:00,Jovita,Dana Stephens,28.3415194,-82.263458,1.2192,563.333333,22,9.33333333,0.0479439
537,06-01-05 0:00,Karick,Dana Stephens,30.8954167,-86.643217,1.3716,376.666667,23.3333333,6,0.05992821
538,06-04-05 0:00,Karick,Dana Stephens,30.8954167,-86.643217,2.90576,396.666667,48.3333333,7.66666667,0.04358041
539,06-06-02 0:00,Karick,Dana Stephens,30.8954167,-86.643217,1.09728,513.333333,26,25,0.06014676
540,06-07-10 0:00,Karick,Dana Stephens,30.8954167,-86.643217,1.24968,683.333333,38.3333333,17.6666667,0.12137763
541,06-10-03 0:00,Karick,Dana Stephens,30.8954167,-86.643217,0.89408,750,42.3333333,15.6666667,0.08931023
542,06-11-06 0:00,Karick,Dana Stephens,30.8954167,-86.643217,0.94488,650,31,21,0.10082705
632,06-01-08 0:00,Karney,Dana Stephens,28.3188333,-82.26715,1.2192,1200,33,9.66666667,0.06995578
633,06-04-04 0:00,Karney,Dana Stephens,28.3188333,-82.26715,1.24968,1136.66667,31.6666667,11.6666667,0.12502439
634,06-07-06 0:00,Karney,Dana Stephens,28.3188333,-82.26715,1.1176,1150,35.6666667,11.6666667,0.06002886
635,06-10-03 0:00,Karney,Dana Stephens,28.3188333,-82.26715,0.94488,1016.66667,16,10,0.05786423
636,06-11-09 0:00,Karney,Dana Stephens,28.3188333,-82.26715,1.3208,966.666667,15.6666667,8,0.03542862
530,06-11-10 0:00,Key West Pond,Dana Stephens,24.5495333,-81.783667,,2065,108.5,122,0.08440303
180,06-01-20 0:00,Letta,Dana Stephens,27.5615556,-81.460958,1.48336,486.666667,23,7.66666667,0.06385494
181,06-03-20 0:00,Letta,Dana Stephens,27.5615556,-81.460958,1.40208,456.666667,24,4.33333333,0.0650756
182,06-05-20 0:00,Letta,Dana Stephens,27.5615556,-81.460958,0.9652,546.666667,27.6666667,4.33333333,0.03068505
183,06-07-18 0:00,Letta,Dana Stephens,27.5615556,-81.460958,1.60528,473.333333,21,4.66666667,0.06597398
184,06-10-19 0:00,Letta,Dana Stephens,27.5615556,-81.460958,1.70688,443.333333,18,5.66666667,0.03965478
185,06-11-17 0:00,Letta,Dana Stephens,27.5615556,-81.460958,1.2192,493.333333,25.6666667,7,0.03330154
