,DATETIME,Body of Water Name,DataContact,LAT,LONG,Maximum Depth (m),Mean Depth (m),Secchi Depth (m),Surface Temperature (degrees celsius),Total Nitrogen (ug/L),Total Phosphorus (ug/L),NO3 NO2 (mg/L),Total Chlorophyll a (ug/L),Microcystin (ug/L)
168,2006-08-01 12:20:00,ELKWATER LAKE,Ron Zurawell,49.65,-110.3,8.4,3.5,2.0,20.14,795.0,39.0,0.005,9.08,0.19
169,2006-08-22 13:30:00,ELKWATER LAKE,Ron Zurawell,49.65,-110.3,8.4,3.5,1.25,18.09,825.0,48.0,0.005,11.6,0.17
170,2006-09-29 11:00:00,ELKWATER LAKE,Ron Zurawell,49.65,-110.3,8.4,3.5,0.8,10.17,1035.0,61.0,0.005,21.4,0.09
171,2007-08-12 14:00:00,ELKWATER LAKE,Ron Zurawell,49.65,-110.3,8.4,3.5,1.3,18.02,745.0,45.0,0.005,7.56,0.21
172,2007-09-13 14:30:00,ELKWATER LAKE,Ron Zurawell,49.65,-110.3,8.4,3.5,1.55,13.46,,46.0,,4.83,0.09
173,2008-06-23 12:30:00,ELKWATER LAKE,Ron Zurawell,49.65,-110.3,8.4,3.5,3.5,18.0,,13.0,,1.12,0.07
174,2008-07-14 10:30:00,ELKWATER LAKE,Ron Zurawell,49.65,-110.3,8.4,3.5,3.0,18.0,,15.0,,2.08,0.07
175,2008-08-15 09:45:00,ELKWATER LAKE,Ron Zurawell,49.65,-110.3,8.4,3.5,1.5,,,24.0,,2.46,0.07
176,2008-08-29 15:00:00,ELKWATER LAKE,Ron Zurawell,49.65,-110.3,8.4,3.5,1.5,17.5,,31.0,,5.4,0.07
177,2004-05-26 11:30:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.0,12.1,705.0,27.2,0.005,6.0,0.07
178,2004-06-17 11:30:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,5.0,14.81,665.0,23.5,0.005,7.7,0.07
179,2004-07-14 13:00:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,,20.01,745.0,23.3,0.005,6.2,0.07
180,2004-08-04 12:15:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.1,20.63,705.0,19.3,0.005,6.3,0.08
181,2004-08-25 11:55:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,2.7,16.84,737.0,21.4,0.007,8.2,0.13
182,2004-09-23 12:00:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.3,11.83,695.0,20.299999999999997,0.005,9.1,0.11
183,2004-10-27 11:00:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.4,4.77,665.0,25.5,0.005,10.2,0.07
184,2006-05-16 12:45:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.1,12.22,675.0,25.0,0.005,8.76,0.07
185,2006-06-13 12:45:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.5,17.65,555.0,23.0,0.005,4.71,0.07
186,2006-07-12 13:00:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.5,20.29,615.0,20.0,0.005,6.4,0.07
187,2006-08-01 10:00:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,2.6,20.56,715.0,26.0,0.005,7.11,0.07
188,2006-08-16 11:30:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,2.75,19.5,715.0,28.0,0.005,7.03,0.07
189,2006-09-22 09:30:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,2.7,12.64,745.0,32.0,0.005,4.33,0.07
190,2006-10-12 11:15:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,2.4,9.56,688.0,36.0,0.008,10.3,0.07
191,2008-05-27 12:30:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,2.1,13.22,595.0,28.0,0.005,5.17,0.07
192,2008-06-24 11:15:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,5.5,19.4,525.0,24.0,0.005,3.4,0.07
193,2008-07-15 12:45:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.5,20.64,673.0,30.0,0.013,3.31,0.07
194,2008-08-06 12:00:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.7,19.88,665.0,17.0,0.005,4.33,0.07
195,2008-08-25 12:30:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,2.5,19.7,785.0,21.0,0.005,9.33,0.07
196,2008-09-18 13:00:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.1,15.09,685.0,21.0,0.005,6.18,0.1
197,2008-10-15 12:10:00,ETHEL LAKE (NEAR COLD LAKE),Ron Zurawell,54.52972,-110.35444,30.0,6.6,3.0,9.24,745.0,29.0,0.005,4.84,0.09
198,2005-07-30 10:20:00,FISHING LAKE,Ron Zurawell,53.91806,-110.18778,,,1.6,20.3,1215.0,37.0,0.005,,0.08
199,2005-08-29 13:00:00,FISHING LAKE,Ron Zurawell,53.91806,-110.18778,,,1.1,18.11,1185.0,18.0,0.005,32.9,0.09
200,2006-07-06 08:27:00,FISHING LAKE,Ron Zurawell,53.91806,-110.18778,,,2.25,23.66,1325.0,31.0,0.005,12.1,0.55
201,2006-07-27 14:27:00,FISHING LAKE,Ron Zurawell,53.91806,-110.18778,,,1.25,24.56,1345.0,29.0,0.005,10.7,0.07
202,2006-09-07 12:44:00,FISHING LAKE,Ron Zurawell,53.91806,-110.18778,,,1.5,18.68,1165.0,19.0,0.005,15.5,0.13
203,2009-06-17 08:15:00,FLYINGSHOT LAKE,Ron Zurawell,55.14152,-118.86244,,,1.4,19.64,2065.0,301.0,0.005,155.0,0.08
204,2009-07-15 09:30:00,FLYINGSHOT LAKE,Ron Zurawell,55.14152,-118.86244,,,0.9,17.31,3081.0,278.0,0.231,47.4,0.71
205,2009-08-04 08:55:00,FLYINGSHOT LAKE,Ron Zurawell,55.14152,-118.86244,,,1.3,18.83,3829.0,400.0,0.009,52.6,0.21
206,2009-08-25 09:05:00,FLYINGSHOT LAKE,Ron Zurawell,55.14152,-118.86244,,,1.2,15.89,3262.0,258.0,0.022,8.65,1.19
207,2005-06-08 10:45:00,FORK LAKE,Ron Zurawell,54.48917,-111.58556,15.2,6.1,2.9,15.96,1526.0,32.0,0.016,5.8,0.07
208,2005-06-27 14:00:00,FORK LAKE,Ron Zurawell,54.48917,-111.58556,15.2,6.1,2.7,17.61,1660.0,44.0,0.01,12.2,0.07
209,2005-07-19 12:30:00,FORK LAKE,Ron Zurawell,54.48917,-111.58556,15.2,6.1,1.25,19.12,1715.0,42.0,0.005,24.9,0.07
210,2005-08-09 12:45:00,FORK LAKE,Ron Zurawell,54.48917,-111.58556,15.2,6.1,2.0,19.03,1700.0,48.0,0.01,28.6,0.07
211,2005-09-01 13:00:00,FORK LAKE,Ron Zurawell,54.48917,-111.58556,15.2,6.1,1.5,17.0,1806.0,46.0,0.006,25.2,0.08
212,2005-09-20 14:30:00,FORK LAKE,Ron Zurawell,54.48917,-111.58556,15.2,6.1,1.9,13.32,1789.0,48.0,0.009,24.7,0.07
213,2005-07-30 14:30:00,FROG LAKE,Ron Zurawell,53.89222,-110.34167,28.0,,3.5,20.15,1165.0,23.0,0.005,5.0,0.1
214,2005-08-29 09:30:00,FROG LAKE,Ron Zurawell,53.89222,-110.34167,28.0,,3.0,16.49,1425.0,43.0,0.005,6.4,0.08
215,2006-07-06 13:36:00,FROG LAKE,Ron Zurawell,53.89222,-110.34167,28.0,,2.25,22.4,1325.0,37.0,0.005,4.37,0.07
216,2006-09-07 08:55:00,FROG LAKE,Ron Zurawell,53.89222,-110.34167,28.0,,2.75,17.83,1245.0,35.0,0.005,3.37,0.07
217,2005-06-16 07:30:00,GARNIER LAKE - NORTH BASIN,Ron Zurawell,54.02072,-110.58181,9.0,,4.6,17.96,1585.0,20.0,0.005,3.9,0.1
218,2005-07-07 07:40:00,GARNIER LAKE - NORTH BASIN,Ron Zurawell,54.02072,-110.58181,9.0,,4.2,21.67,1615.0,19.0,0.005,2.9,0.13
219,2005-07-28 07:30:00,GARNIER LAKE - NORTH BASIN,Ron Zurawell,54.02072,-110.58181,9.0,,3.5,19.12,1475.0,18.0,0.005,3.0,0.12
220,2005-08-18 07:45:00,GARNIER LAKE - NORTH BASIN,Ron Zurawell,54.02072,-110.58181,9.0,,2.7,15.99,1565.0,22.0,0.005,5.1,0.14
221,2005-09-08 08:00:00,GARNIER LAKE - NORTH BASIN,Ron Zurawell,54.02072,-110.58181,9.0,,3.5,16.64,1485.0,21.0,0.005,3.6,0.09
222,2005-06-16 09:15:00,GARNIER LAKE (BLUET) - SOUTH BASIN,Ron Zurawell,53.51806,-114.22694,6.5,,1.4,18.26,2005.0,35.0,0.005,14.4,0.11
223,2005-07-07 09:00:00,GARNIER LAKE (BLUET) - SOUTH BASIN,Ron Zurawell,53.51806,-114.22694,6.5,,2.8,21.54,2025.0,25.0,0.005,6.5,0.07
224,2005-07-28 09:00:00,GARNIER LAKE (BLUET) - SOUTH BASIN,Ron Zurawell,53.51806,-114.22694,6.5,,3.2,18.9,1775.0,25.0,0.005,4.7,0.11
225,2005-08-18 09:00:00,GARNIER LAKE (BLUET) - SOUTH BASIN,Ron Zurawell,53.51806,-114.22694,6.5,,2.4,15.91,1935.0,34.0,0.005,10.2,0.1
226,2005-09-08 09:30:00,GARNIER LAKE (BLUET) - SOUTH BASIN,Ron Zurawell,53.51806,-114.22694,6.5,,2.0,16.81,1887.0,33.0,0.007,9.6,0.1
227,2007-07-12 16:30:00,GEORGE LAKE,Ron Zurawell,56.22306,-118.55056,,,0.9,24.54,,96.0,,16.0,1.09
228,2007-08-01 07:15:00,GEORGE LAKE,Ron Zurawell,56.22306,-118.55056,,,0.6,17.44,3125.0,197.0,0.005,153.0,45.98
229,2007-08-23 08:45:00,GEORGE LAKE,Ron Zurawell,56.22306,-118.55056,,,1.0,15.78,,134.0,,57.8,21.82
230,2007-09-18 17:00:00,GEORGE LAKE,Ron Zurawell,56.22306,-118.55056,,,0.65,11.21,2946.0,162.0,0.006,94.3,19.31
231,2006-07-27 12:00:00,GLENIFFER LAKE (DICKSON RESERVOIR) WHOLE LAKE COMP,Ron Zurawell,52.02944,-114.26417,33.0,11.6,3.95,22.32,201.0,4.0,0.021,0.77,0.08
232,2006-08-22 10:45:00,GLENIFFER LAKE (DICKSON RESERVOIR) WHOLE LAKE COMP,Ron Zurawell,52.02944,-114.26417,33.0,11.6,2.9,,222.0,4.0,0.022,0.91,0.16
233,2006-09-19 11:45:00,GLENIFFER LAKE (DICKSON RESERVOIR) WHOLE LAKE COMP,Ron Zurawell,52.02944,-114.26417,33.0,11.6,2.9,14.39,152.0,6.0,0.022,1.27,0.13
234,2005-07-03 10:40:00,GOOSE LAKE,Ron Zurawell,54.3175,-115.11417,7.5,4.5,2.1,17.33,1061.0,61.0,0.011,15.1,0.1
235,2005-08-06 09:50:00,GOOSE LAKE,Ron Zurawell,54.3175,-115.11417,7.5,4.5,0.7,19.44,1642.0,138.0,0.012,52.7,0.07
236,2005-08-27 09:05:00,GOOSE LAKE,Ron Zurawell,54.3175,-115.11417,7.5,4.5,0.75,18.55,1956.0,153.0,0.006,90.4,0.07
237,2005-09-25 10:00:00,GOOSE LAKE,Ron Zurawell,54.3175,-115.11417,7.5,4.5,1.8,11.98,1369.0,91.0,0.079,44.1,0.07
238,2008-06-24 09:35:00,GOOSE LAKE,Ron Zurawell,54.3175,-115.11417,7.5,4.5,2.55,19.3,965.0,54.0,0.005,10.2,0.13
239,2008-07-14 09:30:00,GOOSE LAKE,Ron Zurawell,54.3175,-115.11417,7.5,4.5,1.25,18.73,1144.0,116.0,0.014,19.2,0.07
240,2008-08-11 09:10:00,GOOSE LAKE,Ron Zurawell,54.3175,-115.11417,7.5,4.5,1.25,21.06,1496.0,100.0,0.006,47.7,0.07
241,2008-09-09 09:55:00,GOOSE LAKE,Ron Zurawell,54.3175,-115.11417,7.5,4.5,1.25,15.03,1385.0,155.0,0.025,38.8,0.14
242,2008-09-28 13:05:00,GOOSE LAKE,Ron Zurawell,54.3175,-115.11417,7.5,4.5,1.25,12.07,1155.0,100.0,0.005,33.7,0.07
243,2005-08-12 18:00:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,5.5,,,9.6,,1.3,0.07
244,2006-07-24 15:45:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,7.0,21.7,285.0,12.0,0.005,1.27,0.12
245,2006-08-14 13:30:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,5.0,,235.0,9.0,0.005,1.42,0.07
246,2006-09-04 14:25:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,5.5,15.8,315.0,17.0,0.005,1.6,0.13
247,2006-09-27 15:00:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,5.4,10.76,235.0,10.0,0.005,2.42,0.09
248,2007-07-18 10:42:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,7.25,,,13.0,,1.32,0.18
249,2007-08-09 16:00:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,6.75,,,14.0,,1.6,0.63
250,2007-08-30 14:00:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,5.25,,,14.0,,0.97,0.07
251,2008-06-09 12:35:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,2.0,10.96,333.0,11.0,0.013,2.33,0.08
252,2008-07-07 12:56:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,5.0,17.8,341.0,13.0,0.031,2.05,0.07
253,2008-08-05 11:25:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,6.25,16.25,293.0,8.0,0.013,1.86,0.07
254,2008-08-25 11:40:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,5.5,16.15,285.0,6.0,0.005,1.67,0.07
255,2008-09-16 12:10:00,GREGG LAKE,Ron Zurawell,53.53333,-117.8,18.0,,5.75,12.36,275.0,9.0,0.005,1.45,0.09
256,2005-06-28 15:30:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,2.5,,,22.1,,5.1,0.07
257,2005-07-12 14:25:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,2.25,,,25.8,,8.7,0.07
258,2005-07-28 08:45:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.75,,,31.0,,14.0,0.07
259,2005-08-08 16:53:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.75,,,,,18.6,0.08
260,2005-08-21 14:30:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,2.0,,,,,13.0,0.07
261,2005-09-05 13:15:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.75,,,34.3,,13.1,0.07
262,2006-07-25 12:06:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.25,21.58,615.0,33.0,0.005,10.4,0.56
263,2006-08-11 11:55:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.5,19.05,1045.0,39.0,0.005,10.9,0.09
264,2006-08-29 09:23:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.75,17.59,585.0,36.0,0.005,8.64,0.14
265,2006-09-20 07:56:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.5,11.35,575.0,37.0,0.005,7.33,0.07
266,2007-06-27 16:24:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,2.0,,,21.0,,8.24,0.07
267,2007-08-07 11:00:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.5,,,36.0,,14.6,1.01
268,2007-08-27 10:00:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,2.0,,,51.0,,19.7,0.07
269,2007-09-19 16:30:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,2.0,,,34.0,,12.0,0.07
270,2008-06-18 08:25:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,3.75,16.79,635.0,39.0,0.005,5.9,0.1
271,2008-07-14 09:45:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.75,18.39,833.0,40.0,0.013,11.9,0.27
272,2008-08-06 08:25:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.25,18.35,765.0,44.0,0.005,22.4,0.07
273,2008-09-04 10:00:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,1.5,14.16,915.0,57.0,0.005,26.1,0.1
274,2008-09-29 09:15:00,GREGOIRE LAKE,Ron Zurawell,56.44444,-111.09722,7.2,3.9,2.0,9.16,826.0,57.0,0.006,13.3,0.14
275,2006-07-18 11:00:00,GULL LAKE,Ron Zurawell,52.53333,-113.98333,8.0,5.4,1.75,20.37,1725.0,48.0,0.005,13.5,0.09
276,2006-07-26 12:00:00,GULL LAKE,Ron Zurawell,52.53333,-113.98333,8.0,5.4,2.0,22.7,1516.0,31.0,0.006,6.98,0.26
277,2006-08-19 10:45:00,GULL LAKE,Ron Zurawell,52.53333,-113.98333,8.0,5.4,1.75,18.75,1665.0,37.0,0.005,4.95,0.13
278,2006-09-02 12:00:00,GULL LAKE,Ron Zurawell,52.53333,-113.98333,8.0,5.4,1.6,17.03,1575.0,33.0,0.005,6.91,0.07
279,2006-09-06 12:30:00,GULL LAKE,Ron Zurawell,52.53333,-113.98333,8.0,5.4,2.25,17.99,1466.0,30.0,0.006,4.96,0.27
280,2006-09-27 11:00:00,GULL LAKE,Ron Zurawell,52.53333,-113.98333,8.0,5.4,2.0,11.12,1716.0,32.0,0.006,9.96,0.52
281,2008-07-23 10:15:00,GULL LAKE,Ron Zurawell,52.53333,-113.98333,8.0,5.4,1.7,19.84,1676.0,54.0,0.006,12.07,0.28
282,2008-08-20 12:00:00,GULL LAKE,Ron Zurawell,52.53333,-113.98333,8.0,5.4,2.0,20.43,1806.0,44.0,0.006,8.94,0.27
283,2008-09-17 10:30:00,GULL LAKE,Ron Zurawell,52.53333,-113.98333,7.3,2.4,2.3,14.51,1696.0,42.0,0.006,7.98,0.16
284,2008-06-21 09:42:00,HASTINGS LAKE,Ron Zurawell,53.425,-112.9,7.3,2.4,1.0,19.21,2915.0,70.0,0.005,18.4,0.36
285,2008-07-16 09:57:00,HASTINGS LAKE,Ron Zurawell,53.425,-112.9,7.3,2.4,0.75,18.71,3719.0,82.0,0.019,30.2,0.27
286,2008-09-01 13:05:00,HASTINGS LAKE,Ron Zurawell,53.425,-112.9,7.3,2.4,0.9,15.66,3705.0,70.0,0.005,27.7,0.13
287,2008-09-27 08:40:00,HASTINGS LAKE,Ron Zurawell,53.425,-112.9,7.3,2.4,0.75,10.84,4005.0,88.0,0.005,45.2,0.1
288,2005-06-27 07:45:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,2.0,18.26,1317.0,20.0,0.017,3.3,0.12
289,2005-07-28 13:45:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,3.2,18.79,1245.0,19.0,0.005,3.2,0.12
290,2005-08-28 11:25:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,2.9,17.34,1251.0,16.0,0.011,4.3,0.09
291,2005-09-11 07:00:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,2.9,15.51,1307.0,20.0,0.007,5.7,0.13
292,2006-07-15 05:30:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,3.0,21.0,1314.0,21.0,0.014,2.94,0.08
293,2006-08-01 09:27:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,2.5,20.83,1395.0,22.0,0.005,3.14,0.11
294,2006-08-21 07:35:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,2.75,19.97,1295.0,21.0,0.005,2.69,0.09
295,2006-09-11 14:42:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,2.5,18.62,1295.0,19.0,0.005,2.96,0.07
296,2007-07-10 10:15:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,2.25,21.02,1355.0,32.0,0.005,2.6,0.07
297,2007-08-15 10:00:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,2.5,18.42,1255.0,17.0,0.005,3.06,0.3
298,2007-08-29 09:45:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,2.25,15.32,,21.0,,5.17,0.07
299,2007-09-20 10:00:00,HILDA LAKE,Ron Zurawell,54.52972,-110.42139,12.0,6.3,1.75,13.49,1195.0,22.0,0.005,4.4,0.17
300,2005-06-09 09:10:00,ISLAND LAKE,Ron Zurawell,54.83333,-113.51667,18.0,3.7,5.5,19.84,1240.0,23.0,0.01,2.2,0.07
301,2005-06-30 09:10:00,ISLAND LAKE,Ron Zurawell,54.83333,-113.51667,18.0,3.7,3.7,18.42,1225.0,20.0,0.005,4.5,0.07
302,2005-07-21 09:05:00,ISLAND LAKE,Ron Zurawell,54.83333,-113.51667,18.0,3.7,2.9,19.37,1265.0,27.0,0.005,6.5,0.08
303,2005-08-13 09:00:00,ISLAND LAKE,Ron Zurawell,54.83333,-113.51667,18.0,3.7,2.0,18.08,1305.0,30.0,0.005,11.1,0.07
304,2005-08-30 13:00:00,ISLAND LAKE,Ron Zurawell,54.83333,-113.51667,18.0,3.7,2.0,17.15,1116.0,64.0,0.006,10.3,0.07
305,2005-09-22 10:30:00,ISLAND LAKE,Ron Zurawell,54.83333,-113.51667,18.0,3.7,2.7,12.41,1479.0,40.0,0.009,15.6,0.07
306,2006-08-14 11:00:00,ISLAND LAKE,Ron Zurawell,54.83333,-113.51667,18.0,3.7,1.75,20.08,1396.0,35.0,0.006,10.3,0.33
307,2007-07-16 10:15:00,JACKFISH LAKE (NEAR CARVEL),Ron Zurawell,53.47917,-114.25556,9.0,3.4,1.75,24.91,1126.0,19.0,0.006,7.15,0.07
308,2007-08-15 11:00:00,JACKFISH LAKE (NEAR CARVEL),Ron Zurawell,53.47917,-114.25556,9.0,3.4,1.9,17.88,1016.0,23.0,0.006,10.3,0.44
309,2007-09-18 10:45:00,JACKFISH LAKE (NEAR CARVEL),Ron Zurawell,53.47917,-114.25556,9.0,3.4,1.75,14.81,1356.0,25.0,0.006,20.0,1.1
310,2005-08-12 20:00:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,5.5,,,7.6,,1.5,0.07
311,2006-07-24 10:30:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,8.0,21.6,255.0,14.0,0.005,1.42,0.07
312,2006-08-14 12:00:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,6.0,,315.0,23.0,0.005,1.39,0.07
313,2006-09-04 10:45:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,5.5,16.48,235.0,8.0,0.005,1.62,0.07
314,2006-09-27 11:45:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,5.8,11.34,255.0,11.0,0.005,1.61,0.12
315,2007-07-17 14:08:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,6.25,,,13.0,,1.01,0.07
316,2007-08-09 16:25:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,5.5,,,11.0,,1.45,1.41
317,2007-08-30 11:00:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,6.75,,,12.0,,1.12,0.07
318,2008-06-09 09:20:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,5.0,12.9,340.0,18.0,0.01,1.86,0.09
319,2008-07-07 09:46:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,6.25,18.77,345.0,8.0,0.005,1.92,0.07
320,2008-08-05 08:45:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,7.25,16.7,285.0,8.0,0.005,1.19,0.07
321,2008-08-25 08:40:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,5.0,17.31,307.0,9.0,0.007,1.42,0.07
322,2008-09-16 09:40:00,JARVIS LAKE,Ron Zurawell,53.48333,-117.8,25.0,,7.0,12.97,315.0,6.0,0.005,0.71,0.09
323,2004-09-02 16:30:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,2.25,16.11,1536.0,139.0,0.056,49.7,541.38
324,2005-06-25 18:30:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.8,18.36,1313.0,55.0,0.033,22.3,0.07
325,2005-07-17 17:20:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.8,20.25,1255.0,79.0,0.005,23.3,0.73
326,2005-08-21 16:45:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,2.2,17.0,1635.0,160.0,0.005,73.0,0.07
327,2007-06-30 16:15:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,2.0,18.35,1359.0,117.0,0.239,11.7,0.16
328,2007-07-18 16:00:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,0.5,25.45,2235.0,104.0,0.005,96.9,0.07
329,2007-08-31 17:00:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.25,17.83,,276.0,,32.0,0.74
330,2007-09-29 16:30:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,0.8,12.32,2089.0,186.0,0.059,62.1,1.21
331,2008-07-20 17:00:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.25,21.08,1218.0,80.0,0.018,18.2,0.17
332,2008-08-13 09:10:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,3.0,19.46,1816.0,182.0,0.016,33.8,0.42
333,2008-09-02 15:40:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,4.5,17.6,1882.0,225.0,0.022,6.75,1.08
334,2009-06-24 13:00:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.25,19.38,1385.0,86.0,0.005,32.9,0.67
335,2009-07-25 10:15:00,KEHIWIN LAKE,Ron Zurawell,54.06389,-110.88611,11.6,6.7,1.0,23.82,2225.0,174.0,0.005,,1.93
336,2009-06-09 09:30:00,KINOSIU LAKE,Ron Zurawell,54.73361,-112.32278,,,1.0,16.5,2605.0,71.0,0.005,14.0,0.16
