,DATETIME,Body of Water Name,DataContact,LAT,LONG,Maximum Depth (m),Mean Depth (m),Secchi Depth (m),Surface Temperature (degrees celsius),Total Nitrogen (ug/L),Total Phosphorus (ug/L),NO3 NO2 (mg/L),Total Chlorophyll a (ug/L),Microcystin (ug/L)
672,2007-07-05 10:40:00,SPRUCE COULEE RESERVOIR,Ron Zurawell,49.68333,-110.18333,6.0,3.3,3.25,21.25,445.0,17.0,0.005,4.43,0.16
673,2007-08-12 10:00:00,SPRUCE COULEE RESERVOIR,Ron Zurawell,49.68333,-110.18333,6.0,3.3,2.6,,475.0,18.0,0.005,6.53,0.21
674,2007-09-13 12:00:00,SPRUCE COULEE RESERVOIR,Ron Zurawell,49.68333,-110.18333,6.0,3.3,3.15,13.83,475.0,22.0,0.005,6.04,0.15
675,2004-09-01 08:45:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,1.25,15.29,1825.0,274.2,0.065,61.2,0.11
676,2005-06-28 08:30:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,3.0,,,73.7,,13.5,0.07
677,2005-07-27 08:45:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,1.0,,,141.2,,145.5,0.07
678,2005-08-16 07:30:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,2.25,,,210.29999999999998,,10.7,0.35
679,2005-08-31 08:04:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,2.0,,,167.4,,16.5,0.07
680,2005-09-21 09:00:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,3.5,,,105.80000000000001,,15.1,0.07
681,2006-07-13 10:03:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,0.75,20.91,2075.0,111.0,0.005,91.2,0.34
682,2006-08-02 09:17:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,1.25,18.99,2205.0,240.0,0.005,54.6,0.17
683,2006-08-28 09:19:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,2.5,19.93,1946.0,279.0,0.066,8.53,1.55
684,2006-09-18 09:02:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,2.0,11.25,1366.0,174.0,0.136,13.8,1.0
685,2007-07-24 10:35:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,2.0,,,188.0,,19.6,0.6
686,2007-08-14 10:30:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,2.2,,,269.0,,23.7,10.25
687,2008-06-25 10:30:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,6.25,18.97,825.0,60.0,0.005,5.07,0.19
688,2008-07-23 09:30:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,3.25,20.04,1347.0,105.0,0.007,36.2,0.08
689,2008-08-14 09:00:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,3.25,19.5,1273.0,185.0,0.043,19.7,0.38
690,2008-09-04 09:40:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,2.75,15.48,1183.0,224.0,0.043,11.7,1.05
691,2008-09-25 08:35:00,STEELE (CROSS) LAKE,Ron Zurawell,54.65,-113.76667,6.1,3.2,4.1,11.84,1132.0,138.0,0.172,2.69,0.07
692,2005-07-28 08:45:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,4.8,,1025.0,106.80000000000001,0.005,12.6,0.34
693,2005-08-25 13:30:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,1.55,16.5,1641.0,143.3,0.011,67.0,1.12
694,2006-07-23 16:55:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,2.0,,,218.0,,70.0,0.22
695,2006-08-13 20:07:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,1.75,,,403.0,,69.8,0.17
696,2006-08-27 16:42:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,0.75,,,758.0,,297.0,1.45
697,2007-07-11 10:00:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,1.25,19.03,2115.0,104.0,0.005,75.9,0.85
698,2007-08-24 10:00:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,0.8,16.5,2656.0,338.0,0.006,110.0,1.79
699,2007-09-21 08:30:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,1.1,12.14,1840.0,162.0,0.07,82.3,0.22
700,2008-06-26 08:40:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,4.0,13.0,,38.0,,6.08,0.07
701,2008-07-17 09:10:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,1.0,15.0,,87.0,,58.1,0.18
702,2008-08-07 08:10:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,0.07,19.0,,134.0,,73.0,0.07
703,2008-08-27 08:00:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,1.25,15.0,,278.0,,57.4,0.55
704,2008-09-10 09:30:00,STURGEON LAKE - MAIN BASIN,Ron Zurawell,55.10278,-117.5375,9.5,5.4,1.5,11.0,,273.0,,46.5,1.03
705,2006-08-02 10:45:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,4.5,20.0,665.0,16.0,0.005,5.33,0.07
706,2006-08-28 16:00:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,3.5,19.53,735.0,27.0,0.005,6.8,0.07
707,2006-09-19 13:30:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,2.2,14.06,755.0,29.0,0.005,13.1,0.07
708,2008-07-08 11:00:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,7.3,18.93,576.0,12.0,0.006,1.48,0.07
709,2008-08-11 12:15:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,4.3,19.47,626.0,18.0,0.006,3.11,0.07
710,2008-09-15 12:00:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,4.6,16.09,586.0,16.0,0.006,5.04,0.08
711,2009-06-12 08:45:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,4.3,13.41,625.0,24.0,0.005,2.62,0.11
712,2009-07-03 09:10:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,5.75,15.94,632.0,21.0,0.012,1.79,0.09
713,2009-07-28 09:30:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,4.0,20.55,635.0,17.0,0.005,2.48,0.11
714,2009-08-20 09:15:00,SYLVAN LAKE,Ron Zurawell,52.35,-114.16667,18.3,9.6,4.75,18.13,655.0,18.0,0.005,3.44,0.13
715,2007-07-16 11:30:00,THUNDER LAKE,Ron Zurawell,54.15,-114.75,6.1,3.0,1.3,24.57,2458.0,71.0,0.008,43.0,0.07
716,2007-08-28 10:30:00,THUNDER LAKE,Ron Zurawell,54.15,-114.75,6.1,3.0,0.6,15.29,3356.0,491.0,0.006,95.8,14.74
717,2007-09-24 09:45:00,THUNDER LAKE,Ron Zurawell,54.15,-114.75,6.1,3.0,0.6,11.63,3406.0,136.0,0.006,80.9,8.81
718,2009-06-27 09:00:00,THUNDER LAKE,Ron Zurawell,54.15,-114.75,6.1,3.0,0.5,17.35,4081.0000000000005,119.0,0.011,28.1,5.72
719,2009-07-17 08:35:00,THUNDER LAKE,Ron Zurawell,54.15,-114.75,6.1,3.0,0.75,20.93,2869.0,73.0,0.039,48.6,8.46
720,2009-08-29 10:10:00,THUNDER LAKE,Ron Zurawell,54.15,-114.75,6.1,3.0,0.7,18.9,4165.0,143.0,0.005,42.9,6.82
721,2006-07-15 13:24:00,TUCKER LAKE,Ron Zurawell,54.53611,-110.63056,7.5,2.9,1.75,20.97,1045.0,50.0,0.005,15.0,0.07
722,2006-08-01 14:17:00,TUCKER LAKE,Ron Zurawell,54.53611,-110.63056,7.5,2.9,1.25,20.8,1225.0,75.0,0.005,29.5,0.07
723,2006-08-22 14:16:00,TUCKER LAKE,Ron Zurawell,54.53611,-110.63056,7.5,2.9,0.75,20.17,1605.0,95.0,0.005,46.7,0.07
724,2006-09-06 13:20:00,TUCKER LAKE,Ron Zurawell,54.53611,-110.63056,7.5,2.9,0.75,19.29,1695.0,106.0,0.005,43.8,0.07
725,2007-07-11 15:30:00,TUCKER LAKE,Ron Zurawell,54.53611,-110.63056,7.5,2.9,1.0,20.94,1155.0,49.0,0.005,17.1,0.07
726,2007-08-31 11:00:00,TUCKER LAKE,Ron Zurawell,54.53611,-110.63056,7.5,2.9,0.35,16.81,2015.0000000000002,104.0,0.005,98.3,0.07
727,2007-09-19 13:15:00,TUCKER LAKE,Ron Zurawell,54.53611,-110.63056,7.5,2.9,0.7,12.83,1611.0,108.0,0.021,63.1,0.1
728,2008-08-06 09:00:00,TYRRELL LAKE,Ron Zurawell,49.38333,-112.26667,6.1,3.8,1.3,19.83,1790.0,320.0,0.39,14.6,1.19
729,2005-06-29 10:30:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,4.5,,,6.7,,1.9,0.07
730,2005-07-25 10:00:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,5.0,,,4.8999999999999995,,1.3,0.07
731,2005-09-21 09:30:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,6.75,,,4.2,,2.0,0.07
732,2006-07-22 12:22:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,6.9,16.51,75.0,8.0,0.015,1.3,0.27
733,2006-08-18 14:18:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,7.5,15.11,56.0,6.0,0.006,1.56,0.07
734,2006-09-07 14:07:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,8.1,14.79,55.0,6.0,0.005,1.61,0.07
735,2006-09-26 14:26:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,6.0,11.11,55.0,6.0,0.005,1.94,0.09
736,2007-07-24 14:20:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,3.55,,,13.0,,1.87,0.07
737,2007-08-07 12:50:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,5.0,,,9.0,,1.21,0.62
738,2007-08-21 16:00:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,3.9,,,12.0,,1.99,0.13
739,2007-09-18 10:00:00,UPPER KANANASKIS LAKE,Ron Zurawell,50.61667,-115.15,108.0,32.0,5.25,,,8.0,,2.98,0.09
740,2005-07-21 11:15:00,WABAMUN LAKE - EAST BASIN,Ron Zurawell,53.54027,-114.53139,11.0,6.3,1.4,18.95,793.0,37.1,0.003,8.8,0.11
741,2005-08-16 14:00:00,WABAMUN LAKE - EAST BASIN,Ron Zurawell,53.54027,-114.53139,11.0,6.3,,,723.0,26.0,0.003,10.7,0.13
742,2005-09-15 13:30:00,WABAMUN LAKE - EAST BASIN,Ron Zurawell,53.54027,-114.53139,11.0,6.3,1.9,,1113.0,27.0,0.003,16.2,0.11
743,2005-07-21 13:00:00,WABAMUN LAKE - WEST BASIN,Ron Zurawell,53.55556,-114.68639,11.0,6.3,1.2,19.24,833.0,45.699999999999996,0.003,14.4,0.09
744,2005-08-16 11:00:00,WABAMUN LAKE - WEST BASIN,Ron Zurawell,53.55556,-114.68639,11.0,6.3,2.0,,855.0,35.0,0.005,16.9,0.3
745,2005-09-15 10:30:00,WABAMUN LAKE - WEST BASIN,Ron Zurawell,53.55556,-114.68639,11.0,6.3,2.0,,1173.0,35.0,0.003,27.0,0.12
746,2009-06-11 09:00:00,WAKOMOA LAKE,Ron Zurawell,54.16917,-113.55417,,,1.7,17.72,2958.0,128.0,0.418,2.47,0.13
747,2009-07-02 08:45:00,WAKOMOA LAKE,Ron Zurawell,54.16917,-113.55417,,,1.8,17.27,2336.0,126.0,0.016,2.52,0.24
748,2009-07-22 08:20:00,WAKOMOA LAKE,Ron Zurawell,54.16917,-113.55417,,,1.25,21.58,3519.0,138.0,0.039,68.2,0.27
749,2009-08-13 08:40:00,WAKOMOA LAKE,Ron Zurawell,54.16917,-113.55417,,,0.4,18.37,5885.0,323.0,0.005,156.0,1.82
750,2007-07-04 14:15:00,WAPASU LAKE,Ron Zurawell,53.35917,-111.61278,,,0.3,23.18,,1440.0,,1.89,0.4
751,2007-08-28 11:00:00,WAPASU LAKE,Ron Zurawell,53.35917,-111.61278,,,0.5,14.34,2151.0,1530.0,0.041,2.78,1.7
752,2007-09-27 15:00:00,WAPASU LAKE,Ron Zurawell,53.35917,-111.61278,,,0.5,9.95,2460.0,1690.0,0.06,6.37,0.68
753,2008-06-20 14:09:00,WAPASU LAKE,Ron Zurawell,53.35917,-111.61278,,,0.5,20.55,2763.0,1700.0,0.053,3.58,0.46
754,2008-07-17 09:51:00,WAPASU LAKE,Ron Zurawell,53.35917,-111.61278,,,0.3,18.19,2347.0,1750.0,0.067,17.6,1.71
755,2008-08-16 08:55:00,WAPASU LAKE,Ron Zurawell,53.35917,-111.61278,,,0.6,18.25,2369.0,1690.0,0.009,23.7,2.96
756,2008-09-13 08:45:00,WAPASU LAKE,Ron Zurawell,53.35917,-111.61278,,,0.4,13.53,3513.0,1850.0,0.033,85.6,0.34
757,2008-09-25 14:15:00,WAPASU LAKE,Ron Zurawell,53.35917,-111.61278,,,0.6,10.53,3344.0,1860.0,0.084,3.26,0.82
758,2005-06-19 14:05:00,WHITEFISH LAKE,Ron Zurawell,54.36667,-111.89167,42.7,13.3,7.4,,936.0,23.0,0.016,2.5,0.14
759,2005-07-10 08:35:00,WHITEFISH LAKE,Ron Zurawell,54.36667,-111.89167,42.7,13.3,6.6,18.58,995.0,22.0,0.005,2.6,0.08
760,2005-07-31 09:25:00,WHITEFISH LAKE,Ron Zurawell,54.36667,-111.89167,42.7,13.3,7.6,18.7,945.0,19.0,0.005,3.8,0.07
761,2005-08-20 14:30:00,WHITEFISH LAKE,Ron Zurawell,54.36667,-111.89167,42.7,13.3,4.0,15.59,975.0,27.0,0.005,7.0,0.11
762,2005-06-23 12:35:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,2.2,,1415.0,41.4,0.005,16.5,0.21
763,2005-07-21 12:05:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.75,,1390.0,53.699999999999996,0.01,15.5,0.5
764,2005-08-04 09:49:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.5,,1525.0,71.6,0.005,36.5,0.76
765,2005-08-24 10:00:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.0,15.49,1908.0,58.3,0.008,22.4,0.56
766,2005-09-01 10:00:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.4,,1935.0,64.10000000000001,0.005,42.0,0.29
767,2006-06-19 11:34:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,0.75,,,58.0,,58.5,0.07
768,2006-08-01 10:15:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.7,,,156.0,,28.1,0.59
769,2006-08-22 10:35:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.75,,,172.0,,119.0,1.12
770,2006-09-27 11:50:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,2.1,,,77.0,,14.2,0.25
771,2007-08-25 11:45:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.05,15.89,1605.0,100.0,0.005,20.8,9.1
772,2007-09-21 13:30:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.4,10.04,1513.0,98.0,0.013,35.4,0.17
773,2008-07-03 11:00:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.5,25.0,,112.0,,26.5,0.07
774,2008-08-06 11:30:00,WINAGAMI LAKE,Ron Zurawell,55.61667,-116.73333,4.7,1.7,1.0,19.0,,278.0,,60.0,0.37
775,2006-07-12 18:00:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,0.8,22.9,1255.0,35.0,0.005,22.1,0.08
776,2006-07-31 11:00:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,1.25,20.34,1285.0,58.0,0.005,19.9,0.07
777,2006-08-21 10:00:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,0.75,19.37,1435.0,57.0,0.005,44.1,0.25
778,2006-09-13 19:00:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,0.75,17.44,1495.0,58.0,0.005,68.1,0.16
779,2008-05-27 13:15:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,1.6,12.99,1035.0,39.0,0.005,11.5,0.09
780,2008-06-16 10:17:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,1.75,16.91,1115.0,48.0,0.005,7.78,0.09
781,2008-07-24 15:30:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,1.25,22.15,1285.0,53.0,0.005,31.9,0.21
782,2008-08-13 09:55:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,1.25,19.65,1305.0,52.0,0.005,34.2,0.13
783,2008-09-02 16:10:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,1.3,18.11,1365.0,59.0,0.005,34.5,0.13
784,2009-05-26 12:30:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,3.25,13.28,1163.0,40.0,0.153,6.07,0.05
785,2009-06-24 09:20:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,2.25,17.97,1040.0,43.0,0.02,7.9,0.09
786,2009-07-23 14:35:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,0.75,22.07,1545.0,54.0,0.005,54.5,0.23
787,2009-08-19 14:25:00,WIZARD LAKE,Ron Zurawell,53.11667,-113.85,11.0,6.2,1.0,19.55,1485.0,69.0,0.005,38.6,0.31
788,2005-06-15 15:40:00,WOLF LAKE,Ron Zurawell,54.7,-110.95,38.3,9.2,2.9,15.91,905.0,28.0,0.005,5.8,0.07
789,2005-08-04 08:20:00,WOLF LAKE,Ron Zurawell,54.7,-110.95,38.3,9.2,4.5,18.67,805.0,20.0,0.005,4.0,0.11
790,2005-08-20 06:30:00,WOLF LAKE,Ron Zurawell,54.7,-110.95,38.3,9.2,3.6,15.5,786.0,17.0,0.006,3.9,0.13
791,2006-07-17 10:17:00,WOLF LAKE,Ron Zurawell,54.7,-110.95,38.3,9.2,3.25,20.34,825.0,19.0,0.005,3.57,0.07
792,2006-08-10 12:41:00,WOLF LAKE,Ron Zurawell,54.7,-110.95,38.3,9.2,3.0,21.05,815.0,16.0,0.005,3.02,0.07
793,2006-09-11 09:55:00,WOLF LAKE,Ron Zurawell,54.7,-110.95,38.3,9.2,4.0,17.46,825.0,22.0,0.005,2.83,0.07
794,2007-08-02 10:00:00,WOLF LAKE,Ron Zurawell,54.7,-110.95,38.3,9.2,3.25,,765.0,16.0,0.005,2.92,0.17
795,2007-08-30 10:45:00,WOLF LAKE,Ron Zurawell,54.7,-110.95,38.3,9.2,3.5,15.46,,20.0,,2.59,0.07
796,2007-09-18 15:00:00,WOLF LAKE,Ron Zurawell,54.7,-110.95,38.3,9.2,3.5,14.11,697.0,17.0,0.007,2.36,0.07
