,DATETIME,Body of Water Name,DataContact,LAT,LONG,Secchi Depth (m),Total Nitrogen (ug/L),Total Phosphorus (ug/L),Total Chlorophyll a (ug/L),Microcystin (ug/L)
148,2006-04-06 00:00:00,Wynnfield,Dana Stephens,29.5361111,-81.253333,,980.0,56.6666667,10.6666667,0.06520889
149,2006-05-31 00:00:00,Wynnfield,Dana Stephens,29.5361111,-81.253333,0.9144,886.666667,63.0,11.0,0.01385787
150,2006-08-03 00:00:00,Wynnfield,Dana Stephens,29.5361111,-81.253333,0.4572,1043.33333,32.0,8.33333333,0.04338136
151,2006-09-05 00:00:00,Wynnfield,Dana Stephens,29.5361111,-81.253333,,530.0,29.3333333,11.0,0.05551225
152,2006-11-27 00:00:00,Wynnfield,Dana Stephens,29.5361111,-81.253333,1.0668,576.666667,21.6666667,2.66666667,0.06201775
153,2006-04-15 00:00:00,Tallavana,Dana Stephens,30.5963889,-84.468333,0.432816,1348.0,147.8,70.0,0.04651433
154,2006-06-17 00:00:00,Tallavana,Dana Stephens,30.5963889,-84.468333,0.4572,1566.0,164.6,105.2,0.08302096
155,2006-07-15 00:00:00,Tallavana,Dana Stephens,30.5963889,-84.468333,0.542544,1622.0,163.2,71.2,0.04306737
156,2006-09-23 00:00:00,Tallavana,Dana Stephens,30.5963889,-84.468333,0.292608,2040.0,310.4,160.2,0.0936485
157,2006-12-16 00:00:00,Tallavana,Dana Stephens,30.5963889,-84.468333,0.530352,1425.0,105.0,106.5,0.06668862
158,2006-01-17 00:00:00,Yvette,Dana Stephens,30.5314083,-84.466203,0.6096,673.333333,64.3333333,50.3333333,0.02976696
159,2006-04-15 00:00:00,Yvette,Dana Stephens,30.5314083,-84.466203,0.94488,726.666667,37.0,27.0,0.02631972
160,2006-06-16 00:00:00,Yvette,Dana Stephens,30.5314083,-84.466203,1.26492,510.0,30.6666667,13.3333333,0.04527768
161,2006-07-18 00:00:00,Yvette,Dana Stephens,30.5314083,-84.466203,1.09728,580.0,40.6666667,21.3333333,0.06928416
162,2006-09-15 00:00:00,Yvette,Dana Stephens,30.5314083,-84.466203,1.18872,633.333333,32.3333333,23.0,0.05263529
163,2006-11-16 00:00:00,Yvette,Dana Stephens,30.5314083,-84.466203,1.18872,366.666667,27.6666667,15.3333333,0.04162252
164,2006-01-16 00:00:00,Timber,Dana Stephens,30.5448889,-83.109194,0.508,1800.0,116.666667,66.6666667,3.2103252
165,2006-04-23 00:00:00,Timber,Dana Stephens,30.5448889,-83.109194,0.9144,2513.33333,135.666667,39.0,0.44636777
166,2006-06-20 00:00:00,Timber,Dana Stephens,30.5448889,-83.109194,0.79248,1290.0,68.6666667,20.3333333,0.29094774
167,2006-12-12 00:00:00,Timber,Dana Stephens,30.5448889,-83.109194,0.87376,2236.66667,90.6666667,32.0,2.10459138
168,2006-09-20 00:00:00,May Prairie,Dana Stephens,28.62285,-82.354083,0.47244,2536.66667,36.3333333,97.0,0.07837601
169,2006-11-20 00:00:00,May Prairie,Dana Stephens,28.62285,-82.354083,0.39624,2736.66667,36.6666667,59.6666667,0.08171786
170,2006-06-25 00:00:00,Byrd,Dana Stephens,27.6214333,-81.516683,6.2484,2426.66667,5.0,1.33333333,0.02966347
171,2006-07-30 00:00:00,Byrd,Dana Stephens,27.6214333,-81.516683,5.6896,1876.66667,4.33333333,2.0,0.03260302
172,2006-01-30 00:00:00,Glenada,Dana Stephens,27.56475,-81.507833,0.762,1086.66667,103.0,53.3333333,1.61089249
173,2006-03-21 00:00:00,Glenada,Dana Stephens,27.56475,-81.507833,0.762,1790.0,111.0,114.333333,6.0359118
174,2006-10-10 00:00:00,Glenada,Dana Stephens,27.56475,-81.507833,0.6096,2093.33333,80.0,112.333333,0.444438
